frame,cam,stable_id,ds_id,gid,has_emb,pos_x,pos_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf,ball_x,ball_y,bcx,bcy,ccx,ccy,fsx,fsy,dt,pitch_delta,img_delta,pitch_speed
165,cam1,24,65,17,1,698.8084716796875,1141.9027099609375,1094.0302734375,206.88211059570312,1108.5216064453125,245.6619873046875,0.6738803386688232,998.6680297851562,1895.0321044921875,1101.2759399414062,245.6619873046875,1101.2759399414062,226.2720489501953,1101.2759399414062,239.84500579833986,1.0,274.8205370566331,9.36236778279846,6595.692889359195
163,cam1,28,100,19,1,585.5546875,1070.5894775390625,1086.23388671875,203.3337860107422,1097.7862548828125,240.75343322753903,0.5680744051933289,,,1092.0100708007812,240.75343322753903,1092.0100708007812,222.04360961914062,1092.0100708007812,235.1404861450195,1.0,260.86137987247815,8.168133393586709,6260.673116939476
155,cam1,8,8,8,1,785.998779296875,748.8150634765625,989.7886962890624,196.4249267578125,1002.7217407226562,233.47886657714844,0.7174633145332336,983.9288330078124,1808.783935546875,996.2552185058594,233.47886657714844,996.2552185058594,214.95189666748047,996.2552185058594,227.92077560424804,1.0,246.0737824172793,8.076832666962433,5905.770778014703
51,cam1,8,8,8,1,1068.4044189453125,815.0582275390625,974.6912231445312,195.45751953125,991.0841064453124,241.5829925537109,0.8598874807357788,,,982.8876647949219,241.5829925537109,982.8876647949219,218.52025604248047,982.8876647949219,234.66417160034177,1.0,236.52106880828933,7.835078631191276,5676.505651398944
157,cam1,9,62,9,1,913.4299926757812,1194.9964599609375,1093.0919189453125,202.6826019287109,1103.4346923828125,252.70529174804688,0.5258786678314209,1315.9835205078125,1549.80224609375,1098.2633056640625,252.70529174804688,1098.2633056640625,227.6939468383789,1098.2633056640625,245.20188827514647,1.0,232.79251583487215,7.830183536836824,5587.020380036932
162,cam1,28,100,19,1,835.2235107421875,1146.181396484375,1084.2626953125,205.4982147216797,1098.931396484375,248.9111175537109,0.5977422595024109,1665.7540283203125,521.9019775390625,1091.5970458984375,248.9111175537109,1091.5970458984375,227.2046661376953,1091.5970458984375,242.39918212890623,1.0,213.41148771326928,7.711826443174463,5121.875705118463
205,cam1,21,122,38,1,974.7544555664062,698.924072265625,958.18408203125,194.34133911132807,970.2188110351562,235.3248748779297,0.7270231246948242,1157.712158203125,1807.9859619140625,964.2014465332031,235.3248748779297,964.2014465332031,214.83310699462888,964.2014465332031,229.17734451293944,1.0,212.59906528362555,6.878867876365174,5102.377566807014
113,cam1,7,7,7,1,980.7544555664062,1116.177978515625,1060.8526611328125,206.26844787597656,1081.3583984375,251.255859375,0.8722929954528809,904.4984130859376,1201.148681640625,1071.1055297851562,251.255859375,1071.1055297851562,228.76215362548828,1071.1055297851562,244.50774765014648,1.0,209.0517022276816,7.097781398984763,5017.240853464359
118,cam1,24,65,17,1,773.565673828125,1048.39208984375,1060.9716796875,206.2834930419922,1081.74853515625,243.8658905029297,0.826073944568634,924.0547485351562,1209.8408203125,1071.360107421875,243.8658905029297,1071.360107421875,225.07469177246094,1071.360107421875,238.22853088378906,1.0,207.8706506320012,6.285224488779511,4988.8956151680295
110,cam1,7,7,7,1,965.6775512695312,1112.3631591796875,1063.1099853515625,207.2919158935547,1079.74267578125,250.73150634765625,0.6416377425193787,895.3247680664062,1201.091552734375,1071.4263305664062,250.73150634765625,1071.4263305664062,229.01171112060547,1071.4263305664062,244.215567779541,1.0,206.79178241574888,7.884870899830943,4963.002777977974
110,cam1,24,65,17,1,652.6311645507812,1010.1533813476562,1063.5458984375,207.74571228027344,1080.099365234375,239.98472595214844,0.8563517928123474,895.3247680664062,1201.091552734375,1071.8226318359375,239.98472595214844,1071.8226318359375,223.86521911621094,1071.8226318359375,235.14887390136718,1.0,204.79217890111752,6.474739343826102,4915.012293626821
178,cam1,28,100,19,1,525.5007934570312,1101.9993896484375,1098.4539794921875,201.30796813964844,1109.93017578125,240.64735412597656,0.7266720533370972,,,1104.1920776367188,240.64735412597656,1104.1920776367188,220.9776611328125,1104.1920776367188,234.74644622802734,1.0,188.1762373672697,5.187764793429209,4516.229696814473
187,cam1,13,82,13,1,1900.0078125,233.96908569335935,687.4069213867188,191.2981719970703,712.3319091796875,237.1205902099609,0.8890437483787537,1074.5572509765625,1847.3792724609373,699.8694152832031,237.1205902099609,699.8694152832031,214.20938110351562,699.8694152832031,230.24722747802733,1.0,186.74125094209677,10.857100487745846,4481.790022610323
119,cam1,24,65,17,1,946.149658203125,1105.9033203125,1060.9400634765625,206.4799041748047,1081.92138671875,249.99952697753903,0.8280402421951294,927.5302124023438,1211.6043701171875,1071.4307250976562,249.99952697753903,1071.4307250976562,228.23971557617188,1071.4307250976562,243.4715835571289,1.0,181.9141921147988,6.13404297823148,4365.940610755171
156,cam1,9,62,9,1,691.2666015625,1125.4566650390625,1092.6317138671875,201.644775390625,1102.675537109375,244.8988800048828,0.679472029209137,983.740478515625,1816.004150390625,1097.6536254882812,244.8988800048828,1097.6536254882812,223.2718276977539,1097.6536254882812,238.41076431274413,1.0,178.23110971083273,5.536681832268775,4277.546633059986
107,cam1,9,62,9,1,494.4677429199219,1017.8526000976562,1080.481201171875,200.89373779296875,1091.740478515625,237.1977081298828,0.5743929147720337,882.9827880859375,1194.11865234375,1086.11083984375,237.1977081298828,1086.11083984375,219.04572296142578,1086.11083984375,231.7521125793457,1.0,173.15266315659147,4.64734450731684,4155.663915758196
106,cam1,7,7,7,1,1243.265380859375,1204.9478759765625,1062.902587890625,206.0813140869141,1080.25927734375,262.1766662597656,0.8490845561027527,879.156494140625,1194.4541015625,1071.5809326171875,262.1766662597656,1071.5809326171875,234.12899017333984,1071.5809326171875,253.7623634338379,1.0,172.06015668106286,6.99356413454503,4129.443760345509
177,cam1,28,100,19,1,345.3858947753906,1047.5115966796875,1097.9794921875,201.3895721435547,1109.842529296875,235.4672088623047,0.7201148867607117,,,1103.9110107421875,235.4672088623047,1103.9110107421875,218.4283905029297,1103.9110107421875,230.35556335449218,1.0,168.0384346783464,4.5662823214664705,4032.9224322803134
179,cam1,29,108,43,1,594.3570556640625,1127.189208984375,1099.8707275390625,201.64414978027344,1110.9208984375,242.9143218994141,0.3002135753631592,,,1105.3958129882812,242.9143218994141,1105.3958129882812,222.27923583984375,1105.3958129882812,236.723796081543,1.0,166.5208071313355,5.154166672440889,3996.499371152052
